product_id,product_name,category,discounted_price,actual_price,discount_percentage,rating,rating_count,about_product,review_content
P101295,Accessories Model 2295,Electronics|Cameras|Accessories,₹638,"₹1,304",51.0%,3.9,"3,399","Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards.","Customers say: Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards. Overall a 3.9-star experience."
P101296,Chargers Model 2296,Electronics|Mobiles&Accessories|Chargers,₹467,"₹1,132",58.7%,3.3,"2,053",Fast charging adapter with surge protection and a durable braided cable. Compatible with most modern devices.,Customers say: Fast charging adapter with surge protection and a durable braided cable. Compatible with most modern devices. Overall a 3.3-star experience.
P101297,Chargers Model 2297,Electronics|Mobiles&Accessories|Chargers,₹359,₹506,28.9%,4.8,88,Fast charging adapter with surge protection and a durable braided cable. Compatible with most modern devices.,Customers say: Fast charging adapter with surge protection and a durable braided cable. Compatible with most modern devices. Overall a 4.8-star experience.
P101298,Accessories Model 2298,Electronics|Cameras|Accessories,₹774,"₹1,466",47.2%,3.9,"9,777","Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards.","Customers say: Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards. Overall a 3.9-star experience."
P101299,Vacuum Model 2299,Home&Kitchen|HomeAppliances|Vacuum,"₹5,272","₹12,705",58.5%,4.0,"1,776","Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter.","Customers say: Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter. Overall a 4.0-star experience."
P101300,Vacuum Model 2300,Home&Kitchen|HomeAppliances|Vacuum,"₹3,232","₹7,809",58.6%,3.9,"6,200","Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter.","Customers say: Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter. Overall a 3.9-star experience."
P101301,In-Ear Model 2301,Electronics|Headphones|In-Ear,"₹1,751","₹2,929",40.2%,4.4,"14,283","Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls.","Customers say: Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls. Overall a 4.4-star experience."
P101302,Accessories Model 2302,Electronics|Cameras|Accessories,₹431,₹707,38.9%,4.1,"5,862","Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards.","Customers say: Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards. Overall a 4.1-star experience."
P101303,Accessories Model 2303,Electronics|Cameras|Accessories,₹622,"₹1,115",44.2%,4.3,"7,888","Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards.","Customers say: Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards. Overall a 4.3-star experience."
P101304,In-Ear Model 2304,Electronics|Headphones|In-Ear,₹925,"₹1,674",44.7%,3.9,893,"Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls.","Customers say: Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls. Overall a 3.9-star experience."
P101305,In-Ear Model 2305,Electronics|Headphones|In-Ear,"₹1,457","₹2,570",43.3%,4.1,"3,206","Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls.","Customers say: Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls. Overall a 4.1-star experience."
P101306,Laptops Model 2306,Computers&Accessories|Laptops,"₹30,819","₹97,841",68.5%,3.7,"1,574","Everyday laptop with a fast processor, ample storage, and a bright full-HD display for work and study.","Customers say: Everyday laptop with a fast processor, ample storage, and a bright full-HD display for work and study. Overall a 3.7-star experience."
P101307,SmartWatches Model 2307,Electronics|WearableTech|SmartWatches,"₹3,839","₹7,440",48.4%,4.5,"19,465","Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life.","Customers say: Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life. Overall a 4.5-star experience."
P101308,Cables Model 2308,Computers&Accessories|Accessories|Cables,₹115,₹231,50.2%,4.0,"7,467",High-speed data and charging cable with a tangle-free nylon braid and reinforced connectors.,Customers say: High-speed data and charging cable with a tangle-free nylon braid and reinforced connectors. Overall a 4.0-star experience.
P101309,In-Ear Model 2309,Electronics|Headphones|In-Ear,₹393,₹661,40.4%,4.6,"6,444","Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls.","Customers say: Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls. Overall a 4.6-star experience."
P101310,Cables Model 2310,Computers&Accessories|Accessories|Cables,₹199,₹383,47.8%,3.8,"11,011",High-speed data and charging cable with a tangle-free nylon braid and reinforced connectors.,Customers say: High-speed data and charging cable with a tangle-free nylon braid and reinforced connectors. Overall a 3.8-star experience.
P101311,Speakers Model 2311,Electronics|HomeTheater|Speakers,"₹2,370","₹4,166",43.1%,4.1,206,"Wireless Bluetooth speaker with rich sound, long battery life, and a water-resistant design.","Customers say: Wireless Bluetooth speaker with rich sound, long battery life, and a water-resistant design. Overall a 4.1-star experience."
P101312,SmartWatches Model 2312,Electronics|WearableTech|SmartWatches,"₹4,229","₹7,966",46.9%,4.3,"2,731","Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life.","Customers say: Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life. Overall a 4.3-star experience."
P101313,SmartWatches Model 2313,Electronics|WearableTech|SmartWatches,"₹2,083","₹4,879",57.3%,3.5,"1,546","Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life.","Customers say: Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life. Overall a 3.5-star experience."
P101314,Printers Model 2314,OfficeProducts|OfficeElectronics|Printers,"₹2,695","₹10,020",73.1%,3.8,"8,021","Compact wireless printer with fast print speeds, mobile printing, and low running costs.","Customers say: Compact wireless printer with fast print speeds, mobile printing, and low running costs. Overall a 3.8-star experience."
P101315,Laptops Model 2315,Computers&Accessories|Laptops,"₹23,032","₹67,545",65.9%,3.8,"7,184","Everyday laptop with a fast processor, ample storage, and a bright full-HD display for work and study.","Customers say: Everyday laptop with a fast processor, ample storage, and a bright full-HD display for work and study. Overall a 3.8-star experience."
P101316,Vacuum Model 2316,Home&Kitchen|HomeAppliances|Vacuum,"₹6,005","₹13,287",54.8%,3.8,"13,741","Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter.","Customers say: Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter. Overall a 3.8-star experience."
P101317,SmartWatches Model 2317,Electronics|WearableTech|SmartWatches,"₹1,156","₹2,793",58.6%,4.4,"15,331","Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life.","Customers say: Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life. Overall a 4.4-star experience."
P101318,Printers Model 2318,OfficeProducts|OfficeElectronics|Printers,"₹2,795","₹6,241",55.2%,4.4,"1,726","Compact wireless printer with fast print speeds, mobile printing, and low running costs.","Customers say: Compact wireless printer with fast print speeds, mobile printing, and low running costs. Overall a 4.4-star experience."
P101319,Speakers Model 2319,Electronics|HomeTheater|Speakers,₹521,"₹1,235",57.8%,3.6,"1,211","Wireless Bluetooth speaker with rich sound, long battery life, and a water-resistant design.","Customers say: Wireless Bluetooth speaker with rich sound, long battery life, and a water-resistant design. Overall a 3.6-star experience."
P101320,Accessories Model 2320,Electronics|Cameras|Accessories,₹513,₹892,42.4%,4.4,"13,220","Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards.","Customers say: Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards. Overall a 4.4-star experience."
P101321,Printers Model 2321,OfficeProducts|OfficeElectronics|Printers,"₹7,473","₹19,770",62.2%,4.3,"4,740","Compact wireless printer with fast print speeds, mobile printing, and low running costs.","Customers say: Compact wireless printer with fast print speeds, mobile printing, and low running costs. Overall a 4.3-star experience."
P101322,SmartWatches Model 2322,Electronics|WearableTech|SmartWatches,"₹2,405","₹4,547",47.1%,4.5,"17,594","Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life.","Customers say: Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life. Overall a 4.5-star experience."
P101323,Vacuum Model 2323,Home&Kitchen|HomeAppliances|Vacuum,"₹1,593","₹3,613",55.9%,3.7,"15,586","Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter.","Customers say: Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter. Overall a 3.7-star experience."
P101324,In-Ear Model 2324,Electronics|Headphones|In-Ear,₹883,"₹1,547",42.9%,4.4,"10,575","Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls.","Customers say: Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls. Overall a 4.4-star experience."
P101325,In-Ear Model 2325,Electronics|Headphones|In-Ear,₹670,"₹1,374",51.2%,4.0,"11,868","Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls.","Customers say: Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls. Overall a 4.0-star experience."
P101326,Printers Model 2326,OfficeProducts|OfficeElectronics|Printers,"₹5,780","₹10,764",46.3%,4.5,"3,972","Compact wireless printer with fast print speeds, mobile printing, and low running costs.","Customers say: Compact wireless printer with fast print speeds, mobile printing, and low running costs. Overall a 4.5-star experience."
P101327,Cookware Model 2327,Home&Kitchen|Kitchen&Dining|Cookware,₹584,"₹1,392",58.0%,3.7,"2,825","Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface.","Customers say: Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface. Overall a 3.7-star experience."
P101328,Vacuum Model 2328,Home&Kitchen|HomeAppliances|Vacuum,"₹3,203","₹6,101",47.5%,4.2,258,"Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter.","Customers say: Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter. Overall a 4.2-star experience."
P101329,Accessories Model 2329,Electronics|Cameras|Accessories,₹247,₹475,48.0%,4.0,"3,455","Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards.","Customers say: Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards. Overall a 4.0-star experience."
P101330,Cookware Model 2330,Home&Kitchen|Kitchen&Dining|Cookware,₹967,"₹2,178",55.6%,3.6,"13,678","Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface.","Customers say: Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface. Overall a 3.6-star experience."
P101331,Vacuum Model 2331,Home&Kitchen|HomeAppliances|Vacuum,"₹4,594","₹9,714",52.7%,4.1,862,"Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter.","Customers say: Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter. Overall a 4.1-star experience."
P101332,Laptops Model 2332,Computers&Accessories|Laptops,"₹16,442","₹53,560",69.3%,3.4,694,"Everyday laptop with a fast processor, ample storage, and a bright full-HD display for work and study.","Customers say: Everyday laptop with a fast processor, ample storage, and a bright full-HD display for work and study. Overall a 3.4-star experience."
P101333,Accessories Model 2333,Electronics|Cameras|Accessories,₹871,"₹1,322",34.1%,4.6,"1,178","Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards.","Customers say: Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards. Overall a 4.6-star experience."
P101334,Vacuum Model 2334,Home&Kitchen|HomeAppliances|Vacuum,"₹2,847","₹7,154",60.2%,3.8,"2,227","Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter.","Customers say: Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter. Overall a 3.8-star experience."
P101335,Vacuum Model 2335,Home&Kitchen|HomeAppliances|Vacuum,"₹2,920","₹5,206",43.9%,4.3,"8,620","Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter.","Customers say: Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter. Overall a 4.3-star experience."
P101336,In-Ear Model 2336,Electronics|Headphones|In-Ear,"₹1,003","₹1,302",22.9%,4.8,"2,806","Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls.","Customers say: Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls. Overall a 4.8-star experience."
P101337,Laptops Model 2337,Computers&Accessories|Laptops,"₹3,941","₹9,019",56.3%,4.1,"9,915","Everyday laptop with a fast processor, ample storage, and a bright full-HD display for work and study.","Customers say: Everyday laptop with a fast processor, ample storage, and a bright full-HD display for work and study. Overall a 4.1-star experience."
P101338,Vacuum Model 2338,Home&Kitchen|HomeAppliances|Vacuum,"₹5,089","₹9,603",47.0%,4.6,688,"Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter.","Customers say: Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter. Overall a 4.6-star experience."
P101339,Laptops Model 2339,Computers&Accessories|Laptops,"₹6,046","₹15,623",61.3%,3.7,"9,461","Everyday laptop with a fast processor, ample storage, and a bright full-HD display for work and study.","Customers say: Everyday laptop with a fast processor, ample storage, and a bright full-HD display for work and study. Overall a 3.7-star experience."
P101340,Speakers Model 2340,Electronics|HomeTheater|Speakers,"₹1,604","₹2,944",45.5%,4.1,"5,500","Wireless Bluetooth speaker with rich sound, long battery life, and a water-resistant design.","Customers say: Wireless Bluetooth speaker with rich sound, long battery life, and a water-resistant design. Overall a 4.1-star experience."
P101341,Laptops Model 2341,Computers&Accessories|Laptops,"₹13,802","₹41,575",66.8%,3.5,"15,910","Everyday laptop with a fast processor, ample storage, and a bright full-HD display for work and study.","Customers say: Everyday laptop with a fast processor, ample storage, and a bright full-HD display for work and study. Overall a 3.5-star experience."
P101342,Cables Model 2342,Computers&Accessories|Accessories|Cables,₹249,₹321,22.3%,4.7,"4,942",High-speed data and charging cable with a tangle-free nylon braid and reinforced connectors.,Customers say: High-speed data and charging cable with a tangle-free nylon braid and reinforced connectors. Overall a 4.7-star experience.
P101343,Accessories Model 2343,Electronics|Cameras|Accessories,₹350,₹673,47.9%,4.1,"8,458","Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards.","Customers say: Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards. Overall a 4.1-star experience."
P101344,In-Ear Model 2344,Electronics|Headphones|In-Ear,"₹1,165","₹3,043",61.7%,3.2,"9,874","Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls.","Customers say: Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls. Overall a 3.2-star experience."
P101345,In-Ear Model 2345,Electronics|Headphones|In-Ear,₹478,"₹1,148",58.3%,3.9,"2,275","Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls.","Customers say: Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls. Overall a 3.9-star experience."
P101346,In-Ear Model 2346,Electronics|Headphones|In-Ear,"₹1,207","₹2,005",39.8%,4.1,"15,813","Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls.","Customers say: Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls. Overall a 4.1-star experience."
P101347,In-Ear Model 2347,Electronics|Headphones|In-Ear,₹264,₹701,62.3%,3.2,600,"Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls.","Customers say: Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls. Overall a 3.2-star experience."
P101348,Vacuum Model 2348,Home&Kitchen|HomeAppliances|Vacuum,"₹4,338","₹9,370",53.7%,4.2,"6,293","Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter.","Customers say: Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter. Overall a 4.2-star experience."
P101349,In-Ear Model 2349,Electronics|Headphones|In-Ear,₹933,"₹1,643",43.2%,4.4,"10,147","Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls.","Customers say: Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls. Overall a 4.4-star experience."
P101350,Laptops Model 2350,Computers&Accessories|Laptops,"₹9,353","₹23,620",60.4%,3.9,"9,279","Everyday laptop with a fast processor, ample storage, and a bright full-HD display for work and study.","Customers say: Everyday laptop with a fast processor, ample storage, and a bright full-HD display for work and study. Overall a 3.9-star experience."
P101351,Cables Model 2351,Computers&Accessories|Accessories|Cables,₹147,₹263,44.1%,4.1,"7,257",High-speed data and charging cable with a tangle-free nylon braid and reinforced connectors.,Customers say: High-speed data and charging cable with a tangle-free nylon braid and reinforced connectors. Overall a 4.1-star experience.
P101352,Printers Model 2352,OfficeProducts|OfficeElectronics|Printers,"₹5,727","₹11,014",48.0%,4.5,792,"Compact wireless printer with fast print speeds, mobile printing, and low running costs.","Customers say: Compact wireless printer with fast print speeds, mobile printing, and low running costs. Overall a 4.5-star experience."
P101353,Chargers Model 2353,Electronics|Mobiles&Accessories|Chargers,₹344,₹555,37.9%,4.5,680,Fast charging adapter with surge protection and a durable braided cable. Compatible with most modern devices.,Customers say: Fast charging adapter with surge protection and a durable braided cable. Compatible with most modern devices. Overall a 4.5-star experience.
P101354,SmartWatches Model 2354,Electronics|WearableTech|SmartWatches,"₹1,992","₹5,082",60.8%,3.3,442,"Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life.","Customers say: Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life. Overall a 3.3-star experience."
P101355,Printers Model 2355,OfficeProducts|OfficeElectronics|Printers,"₹4,062","₹12,162",66.6%,3.6,"12,412","Compact wireless printer with fast print speeds, mobile printing, and low running costs.","Customers say: Compact wireless printer with fast print speeds, mobile printing, and low running costs. Overall a 3.6-star experience."
P101356,Printers Model 2356,OfficeProducts|OfficeElectronics|Printers,"₹5,317","₹11,147",52.3%,4.4,"12,716","Compact wireless printer with fast print speeds, mobile printing, and low running costs.","Customers say: Compact wireless printer with fast print speeds, mobile printing, and low running costs. Overall a 4.4-star experience."
P101357,Laptops Model 2357,Computers&Accessories|Laptops,"₹10,455","₹31,118",66.4%,3.4,493,"Everyday laptop with a fast processor, ample storage, and a bright full-HD display for work and study.","Customers say: Everyday laptop with a fast processor, ample storage, and a bright full-HD display for work and study. Overall a 3.4-star experience."
P101358,In-Ear Model 2358,Electronics|Headphones|In-Ear,₹850,"₹1,564",45.6%,4.0,"10,508","Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls.","Customers say: Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls. Overall a 4.0-star experience."
P101359,Vacuum Model 2359,Home&Kitchen|HomeAppliances|Vacuum,"₹5,091","₹8,794",42.1%,4.6,"7,739","Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter.","Customers say: Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter. Overall a 4.6-star experience."
P101360,Laptops Model 2360,Computers&Accessories|Laptops,"₹13,734","₹34,165",59.8%,3.8,"1,809","Everyday laptop with a fast processor, ample storage, and a bright full-HD display for work and study.","Customers say: Everyday laptop with a fast processor, ample storage, and a bright full-HD display for work and study. Overall a 3.8-star experience."
P101361,Vacuum Model 2361,Home&Kitchen|HomeAppliances|Vacuum,"₹4,383","₹11,720",62.6%,4.0,"5,803","Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter.","Customers say: Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter. Overall a 4.0-star experience."
P101362,Chargers Model 2362,Electronics|Mobiles&Accessories|Chargers,₹413,₹902,54.2%,3.5,"1,470",Fast charging adapter with surge protection and a durable braided cable. Compatible with most modern devices.,Customers say: Fast charging adapter with surge protection and a durable braided cable. Compatible with most modern devices. Overall a 3.5-star experience.
P101363,Speakers Model 2363,Electronics|HomeTheater|Speakers,"₹1,740","₹5,045",65.5%,3.7,"12,813","Wireless Bluetooth speaker with rich sound, long battery life, and a water-resistant design.","Customers say: Wireless Bluetooth speaker with rich sound, long battery life, and a water-resistant design. Overall a 3.7-star experience."
P101364,SmartWatches Model 2364,Electronics|WearableTech|SmartWatches,"₹2,119","₹4,491",52.8%,4.0,"3,295","Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life.","Customers say: Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life. Overall a 4.0-star experience."
P101365,Speakers Model 2365,Electronics|HomeTheater|Speakers,"₹1,744","₹2,956",41.0%,4.4,"13,726","Wireless Bluetooth speaker with rich sound, long battery life, and a water-resistant design.","Customers say: Wireless Bluetooth speaker with rich sound, long battery life, and a water-resistant design. Overall a 4.4-star experience."
P101366,Laptops Model 2366,Computers&Accessories|Laptops,"₹4,237","₹9,588",55.8%,4.1,"7,353","Everyday laptop with a fast processor, ample storage, and a bright full-HD display for work and study.","Customers say: Everyday laptop with a fast processor, ample storage, and a bright full-HD display for work and study. Overall a 4.1-star experience."
P101367,In-Ear Model 2367,Electronics|Headphones|In-Ear,₹671,"₹1,303",48.5%,4.1,"17,128","Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls.","Customers say: Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls. Overall a 4.1-star experience."
P101368,SmartWatches Model 2368,Electronics|WearableTech|SmartWatches,"₹1,831","₹5,103",64.1%,3.9,"3,646","Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life.","Customers say: Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life. Overall a 3.9-star experience."
P101369,Printers Model 2369,OfficeProducts|OfficeElectronics|Printers,"₹4,081","₹11,120",63.3%,4.1,"1,146","Compact wireless printer with fast print speeds, mobile printing, and low running costs.","Customers say: Compact wireless printer with fast print speeds, mobile printing, and low running costs. Overall a 4.1-star experience."
P101370,Cookware Model 2370,Home&Kitchen|Kitchen&Dining|Cookware,"₹2,029","₹3,567",43.1%,4.3,"5,667","Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface.","Customers say: Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface. Overall a 4.3-star experience."
P101371,Cables Model 2371,Computers&Accessories|Accessories|Cables,₹66,₹99,33.2%,4.4,"6,078",High-speed data and charging cable with a tangle-free nylon braid and reinforced connectors.,Customers say: High-speed data and charging cable with a tangle-free nylon braid and reinforced connectors. Overall a 4.4-star experience.
P101372,Accessories Model 2372,Electronics|Cameras|Accessories,₹399,₹858,53.4%,3.9,"1,716","Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards.","Customers say: Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards. Overall a 3.9-star experience."
P101373,Cookware Model 2373,Home&Kitchen|Kitchen&Dining|Cookware,"₹1,283","₹1,696",24.3%,4.9,"8,451","Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface.","Customers say: Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface. Overall a 4.9-star experience."
P101374,In-Ear Model 2374,Electronics|Headphones|In-Ear,₹567,"₹1,422",60.1%,3.8,"12,560","Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls.","Customers say: Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls. Overall a 3.8-star experience."
P101375,Laptops Model 2375,Computers&Accessories|Laptops,"₹30,211","₹57,656",47.6%,4.3,"6,328","Everyday laptop with a fast processor, ample storage, and a bright full-HD display for work and study.","Customers say: Everyday laptop with a fast processor, ample storage, and a bright full-HD display for work and study. Overall a 4.3-star experience."
P101376,Printers Model 2376,OfficeProducts|OfficeElectronics|Printers,"₹5,855","₹9,678",39.5%,4.4,"3,414","Compact wireless printer with fast print speeds, mobile printing, and low running costs.","Customers say: Compact wireless printer with fast print speeds, mobile printing, and low running costs. Overall a 4.4-star experience."
P101377,Laptops Model 2377,Computers&Accessories|Laptops,"₹15,178","₹40,912",62.9%,4.0,"6,089","Everyday laptop with a fast processor, ample storage, and a bright full-HD display for work and study.","Customers say: Everyday laptop with a fast processor, ample storage, and a bright full-HD display for work and study. Overall a 4.0-star experience."
P101378,In-Ear Model 2378,Electronics|Headphones|In-Ear,"₹1,168","₹1,882",37.9%,4.2,"14,569","Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls.","Customers say: Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls. Overall a 4.2-star experience."
P101379,Speakers Model 2379,Electronics|HomeTheater|Speakers,"₹2,245","₹3,605",37.7%,4.4,"4,921","Wireless Bluetooth speaker with rich sound, long battery life, and a water-resistant design.","Customers say: Wireless Bluetooth speaker with rich sound, long battery life, and a water-resistant design. Overall a 4.4-star experience."
P101380,SmartWatches Model 2380,Electronics|WearableTech|SmartWatches,"₹1,927","₹4,209",54.2%,3.8,"11,032","Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life.","Customers say: Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life. Overall a 3.8-star experience."
P101381,Cookware Model 2381,Home&Kitchen|Kitchen&Dining|Cookware,₹680,"₹1,314",48.2%,3.9,"13,954","Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface.","Customers say: Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface. Overall a 3.9-star experience."
P101382,Vacuum Model 2382,Home&Kitchen|HomeAppliances|Vacuum,"₹4,385","₹8,354",47.5%,4.1,"15,341","Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter.","Customers say: Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter. Overall a 4.1-star experience."
P101383,Printers Model 2383,OfficeProducts|OfficeElectronics|Printers,"₹5,585","₹18,314",69.5%,4.2,"3,721","Compact wireless printer with fast print speeds, mobile printing, and low running costs.","Customers say: Compact wireless printer with fast print speeds, mobile printing, and low running costs. Overall a 4.2-star experience."
P101384,SmartWatches Model 2384,Electronics|WearableTech|SmartWatches,"₹1,452","₹3,466",58.1%,4.0,"4,864","Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life.","Customers say: Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life. Overall a 4.0-star experience."
P101385,SmartWatches Model 2385,Electronics|WearableTech|SmartWatches,"₹6,032","₹10,054",40.0%,4.8,"14,796","Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life.","Customers say: Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life. Overall a 4.8-star experience."
P101386,Printers Model 2386,OfficeProducts|OfficeElectronics|Printers,"₹2,807","₹10,246",72.6%,3.4,"21,291","Compact wireless printer with fast print speeds, mobile printing, and low running costs.","Customers say: Compact wireless printer with fast print speeds, mobile printing, and low running costs. Overall a 3.4-star experience."
P101387,Chargers Model 2387,Electronics|Mobiles&Accessories|Chargers,₹416,₹642,35.2%,4.6,"2,787",Fast charging adapter with surge protection and a durable braided cable. Compatible with most modern devices.,Customers say: Fast charging adapter with surge protection and a durable braided cable. Compatible with most modern devices. Overall a 4.6-star experience.
P101388,SmartWatches Model 2388,Electronics|WearableTech|SmartWatches,"₹3,362","₹5,585",39.8%,4.4,"4,496","Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life.","Customers say: Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life. Overall a 4.4-star experience."
P101389,Speakers Model 2389,Electronics|HomeTheater|Speakers,"₹1,640","₹3,090",46.9%,4.5,"4,771","Wireless Bluetooth speaker with rich sound, long battery life, and a water-resistant design.","Customers say: Wireless Bluetooth speaker with rich sound, long battery life, and a water-resistant design. Overall a 4.5-star experience."
P101390,Chargers Model 2390,Electronics|Mobiles&Accessories|Chargers,₹254,₹465,45.2%,4.1,8,Fast charging adapter with surge protection and a durable braided cable. Compatible with most modern devices.,Customers say: Fast charging adapter with surge protection and a durable braided cable. Compatible with most modern devices. Overall a 4.1-star experience.
